districtNew,sectionNew,subsectionNew,landNumberNew,districtOld,sectionOld,subsectionOld,landNumberOld
坪林區,保坪,,1202,坪林區,坪林,坪林,28
坪林區,保坪,,1203,坪林區,坪林,坪林,27
坪林區,保坪,,1204,坪林區,坪林,坪林,26
坪林區,保坪,,1205,坪林區,坪林,坪林,25
坪林區,保坪,,1206,坪林區,坪林,坪林,24
坪林區,保坪,,1207,坪林區,坪林,坪林,23
坪林區,保坪,,1208,坪林區,坪林,坪林,22
坪林區,保坪,,1209,坪林區,坪林,坪林,21
坪林區,保坪,,121,坪林區,坪林,水柳腳,280
坪林區,保坪,,1210,坪林區,坪林,坪林,21-1
坪林區,保坪,,1211,坪林區,坪林,坪林,20-1
坪林區,保坪,,1212,坪林區,坪林,坪林,20-6
坪林區,保坪,,1213,坪林區,坪林,坪林,20-5
坪林區,保坪,,1214,坪林區,坪林,坪林,20-4
坪林區,保坪,,1215,坪林區,坪林,坪林,20-3
坪林區,保坪,,1216,坪林區,坪林,坪林,20-2
坪林區,保坪,,1217,坪林區,坪林,坪林,20
坪林區,保坪,,1218,坪林區,坪林,坪林,19
坪林區,保坪,,1219,坪林區,坪林,坪林,18-7
坪林區,保坪,,122,坪林區,坪林,水柳腳,280-1
坪林區,保坪,,1220,坪林區,坪林,坪林,18-2
坪林區,保坪,,1221,坪林區,坪林,坪林,18-5
坪林區,保坪,,1222,坪林區,坪林,坪林,18-6
坪林區,保坪,,1223,坪林區,坪林,坪林,18-1
坪林區,保坪,,1224,坪林區,坪林,坪林,18
坪林區,保坪,,1225,坪林區,坪林,坪林,17
坪林區,保坪,,1226,坪林區,坪林,坪林,17-1
坪林區,保坪,,1227,坪林區,坪林,坪林,16-3
坪林區,保坪,,1228,坪林區,坪林,坪林,16
坪林區,保坪,,1229,坪林區,坪林,坪林,16-2
坪林區,保坪,,123,坪林區,坪林,水柳腳,281
坪林區,保坪,,1230,坪林區,坪林,坪林,44-2
坪林區,保坪,,1231,坪林區,坪林,坪林,44-3
坪林區,保坪,,1232,坪林區,坪林,坪林,44-8
坪林區,保坪,,1233,坪林區,坪林,坪林,44-1
坪林區,保坪,,1234,坪林區,坪林,坪林,42-36
坪林區,保坪,,1235,坪林區,坪林,坪林,44-4
坪林區,保坪,,1236,坪林區,坪林,坪林,44-5
坪林區,保坪,,1237,坪林區,坪林,坪林,15-6
坪林區,保坪,,1238,坪林區,坪林,坪林,15-5
坪林區,保坪,,1239,坪林區,坪林,坪林,15-4
坪林區,保坪,,124,坪林區,坪林,水柳腳,281-3
坪林區,保坪,,1240,坪林區,坪林,坪林,42-14
坪林區,保坪,,1241,坪林區,坪林,坪林,42-37
坪林區,保坪,,1242,坪林區,坪林,坪林,42-38
坪林區,保坪,,1243,坪林區,坪林,坪林,42-3
坪林區,保坪,,1244,坪林區,坪林,坪林,47
坪林區,保坪,,1245,坪林區,坪林,坪林,47-3
坪林區,保坪,,1246,坪林區,坪林,坪林,47-2
坪林區,保坪,,1247,坪林區,坪林,坪林,42-4
坪林區,保坪,,1248,坪林區,坪林,坪林,42-6
坪林區,保坪,,1249,坪林區,坪林,坪林,42-15
坪林區,保坪,,125,坪林區,坪林,水柳腳,281-2
坪林區,保坪,,1250,坪林區,坪林,坪林,42-7
坪林區,保坪,,1251,坪林區,坪林,坪林,42-8
坪林區,保坪,,1252,坪林區,坪林,坪林,42-9
坪林區,保坪,,1253,坪林區,坪林,坪林,42-10
坪林區,保坪,,1254,坪林區,坪林,坪林,42-5
坪林區,保坪,,1255,坪林區,坪林,坪林,42-11
坪林區,保坪,,1256,坪林區,坪林,坪林,42-13
坪林區,保坪,,1257,坪林區,坪林,坪林,42-20
坪林區,保坪,,1258,坪林區,坪林,坪林,42-12
坪林區,保坪,,1259,坪林區,坪林,坪林,52-2
坪林區,保坪,,126,坪林區,坪林,水柳腳,281-4
坪林區,保坪,,1260,坪林區,坪林,水柳腳,2-2
坪林區,保坪,,1261,坪林區,坪林,水柳腳,3-11
坪林區,保坪,,1262,坪林區,坪林,水柳腳,3-8
坪林區,保坪,,1263,坪林區,坪林,水柳腳,3-7
坪林區,保坪,,1264,坪林區,坪林,水柳腳,3-13
坪林區,保坪,,1265,坪林區,坪林,水柳腳,3-1
坪林區,保坪,,1266,坪林區,坪林,水柳腳,3-5
坪林區,保坪,,1267,坪林區,坪林,水柳腳,3-6
坪林區,保坪,,1268,坪林區,坪林,水柳腳,203
坪林區,保坪,,1269,坪林區,坪林,水柳腳,203-1
坪林區,保坪,,127,坪林區,坪林,水柳腳,155-3
坪林區,保坪,,1270,坪林區,坪林,坪林,50
坪林區,保坪,,1271,坪林區,坪林,坪林,50-1
坪林區,保坪,,1272,坪林區,坪林,坪林,50-2
坪林區,保坪,,1273,坪林區,坪林,坪林,51-1
坪林區,保坪,,1274,坪林區,坪林,坪林,51
坪林區,保坪,,1275,坪林區,坪林,坪林,49
坪林區,保坪,,1276,坪林區,坪林,坪林,49-1
坪林區,保坪,,1277,坪林區,坪林,坪林,46
坪林區,保坪,,1278,坪林區,坪林,坪林,46-1
坪林區,保坪,,1279,坪林區,坪林,坪林,47-1
坪林區,保坪,,128,坪林區,坪林,水柳腳,155-8
坪林區,保坪,,1280,坪林區,坪林,坪林,15-1
坪林區,保坪,,1281,坪林區,坪林,坪林,15-3
坪林區,保坪,,1282,坪林區,坪林,坪林,15
坪林區,保坪,,1283,坪林區,坪林,坪林,16-1
坪林區,保坪,,1284,坪林區,坪林,坪林,15-2
坪林區,保坪,,1285,坪林區,坪林,坪林,16-5
坪林區,保坪,,1286,坪林區,坪林,坪林,16-6
坪林區,保坪,,1287,坪林區,坪林,坪林,16-4
坪林區,保坪,,1288,坪林區,坪林,坪林,16-7
坪林區,保坪,,1289,坪林區,坪林,坪林,14-1
坪林區,保坪,,129,坪林區,坪林,水柳腳,155-9
坪林區,保坪,,1290,坪林區,坪林,坪林,14-35
坪林區,保坪,,1291,坪林區,坪林,坪林,14-34
坪林區,保坪,,1292,坪林區,坪林,坪林,14-36
坪林區,保坪,,1293,坪林區,坪林,坪林,14-33
坪林區,保坪,,1294,坪林區,坪林,坪林,14-13
坪林區,保坪,,1295,坪林區,坪林,坪林,14-20
坪林區,保坪,,1296,坪林區,坪林,坪林,14-18
坪林區,保坪,,1297,坪林區,坪林,坪林,14-17
坪林區,保坪,,1298,坪林區,坪林,坪林,14-19
坪林區,保坪,,1299,坪林區,坪林,坪林,14
坪林區,保坪,,13,坪林區,坪林,水柳腳,183-17
坪林區,保坪,,1300,坪林區,坪林,坪林,14-23
坪林區,保坪,,1301,坪林區,坪林,坪林,36-27
坪林區,保坪,,1302,坪林區,坪林,坪林,36-17
坪林區,保坪,,1303,坪林區,坪林,坪林,36-22
坪林區,保坪,,1304,坪林區,坪林,坪林,62-3
坪林區,保坪,,1305,坪林區,坪林,坪林,14-32
坪林區,保坪,,1306,坪林區,坪林,坪林,14-14
坪林區,保坪,,1307,坪林區,坪林,坪林,14-2
坪林區,保坪,,1308,坪林區,坪林,坪林,12
坪林區,保坪,,1309,坪林區,坪林,坪林,12-2
坪林區,保坪,,131,坪林區,坪林,水柳腳,281-1
坪林區,保坪,,1310,坪林區,坪林,坪林,12-7
坪林區,保坪,,1311,坪林區,坪林,坪林,12-4
坪林區,保坪,,1312,坪林區,坪林,坪林,12-3
坪林區,保坪,,1313,坪林區,坪林,坪林,12-5
坪林區,保坪,,1314,坪林區,坪林,坪林,12-6
坪林區,保坪,,1315,坪林區,坪林,坪林,12-1
坪林區,保坪,,1316,坪林區,坪林,坪林,10-1
坪林區,保坪,,1317,坪林區,坪林,坪林,10-11
坪林區,保坪,,1318,坪林區,坪林,坪林,10-9
坪林區,保坪,,1319,坪林區,坪林,坪林,10-3
坪林區,保坪,,132,坪林區,坪林,水柳腳,184-9
坪林區,保坪,,1320,坪林區,坪林,坪林,10-2
坪林區,保坪,,1321,坪林區,坪林,坪林,10
坪林區,保坪,,1322,坪林區,坪林,坪林,10-5
坪林區,保坪,,1323,坪林區,坪林,坪林,10-4
坪林區,保坪,,1324,坪林區,坪林,坪林,36-21
坪林區,保坪,,1325,坪林區,坪林,坪林,36-14
坪林區,保坪,,1326,坪林區,坪林,坪林,10-7
坪林區,保坪,,1327,坪林區,坪林,坪林,3-8
坪林區,保坪,,1328,坪林區,坪林,坪林,5-2
